word,lablel,lime_score
closeup,1,0.04088144186356546
it,0,-0.20631516192208532
closeup,1,0.13368988650269295
Love,0,-0.039937769088994775
closeup,1,0.07638831747031384
people,0,-0.11614570958344321
2,1,0.13958032319782943
Nice,0,-0.10657994581425391
closeup,1,0.11211260969654677
outdoor,0,-0.22664142751129196
1,1,0.02576662455849822
people,0,-0.2800995910987647
closeup,1,0.12637001276109436
people,0,-0.1052503243646226
2,1,0.2030249522471144
luv,0,-0.12288434342240227
pic,1,0.09156995533626004
Love,0,-0.0808399397493507
1,1,0.04597233466221209
people,0,-0.06952650078308892
4,1,0.1291183865333565
smiling,0,-0.0839950862285352
closeup,1,0.04413216858200442
miss,0,-0.14081892790038072
everyone,1,0.0006054958463018773
me,0,-0.07321132189673843
you,1,0.0675626223502456
bro,0,-0.26293241035334364
love,1,0.06521364382494857
person,0,-0.01600891807253403
kids,1,0.001044170481409986
Lol,0,-0.08350915124929235
that,1,0.0006127264660759941
people,0,-0.10437965169621723
girls,1,0.14388124166107163
Me,0,-0.19026770301967708
person,1,0.02182560801205332
life,0,-0.22656126941908583
Beautiful,1,0.088677996207275
That,0,-0.15027896930452253
look,1,0.14101468822738458
u2764,0,-0.016879296413751004
Gorgeous,1,0.11966006416067235
it,0,-0.05580592247558134
Love,1,0.1351564390931571
outdoor,0,-0.1294983797495801
nature,1,0.0863257021664755
selfie,0,-0.044038639814643385
gorgeous,1,0.13453592227532324
outdoor,0,-0.17529558987671953
smiling,1,0.08252428921024539
nice,0,-0.17505009227202523
s,1,0.1072240944737992
like,0,-0.09078223029316183
smiling,1,0.07597673508398942
person,0,-0.011536954549500602
Thanks,1,0.002982976749312195
closeup,0,-0.012478708357728636
girl,1,0.043616124958775045
indoor,0,-0.02348944548873634
girl,1,0.06714865021884209
bro,0,-0.45038218636386496
girl,1,0.18470659328555727
This,0,-0.05226553033346954
girl,1,0.09984553744598249
buddy,0,-0.3077677923584561
closeup,1,0.11839649813199657
Love,0,-0.1479497052680881
person,1,0.0510187248182938
2,0,-0.08884930658333665
child,1,0.028883547259276433
people,0,-0.12420268488822926
one,1,0.05845536358489672
love,0,-0.08607093658727813
picture,1,0.1296880873023909
2,0,-0.04010468371933568
closeup,1,0.03504780511360753
people,0,-0.06520155656384158
girl,1,0.10511935211929423
that,0,-0.021055170473518483
girls,1,0.07467594224474693
like,0,-0.06873891939553115
amazing,1,0.093886464430045
person,0,-0.016718591659071757
all,1,0.0009398566354198598
outdoor,0,-0.08307546192826695
smiling,1,0.0783349357838454
baby,0,-0.04203176880470297
closeup,1,0.06553644070472411
handsome,0,-0.2736957216968125
squash,1,0.04808986226353684
indoor,0,-0.03231753558822882
look,1,0.04267854272019024
outdoor,0,-0.2304563547911726
you,1,0.005092405204521421
liked,0,-0.022145136392530924
gorgeous,1,0.07361470673677864
indoor,0,-0.11904813996458262
Melvin,1,0.03073023451826107
This,0,-0.11374090834947481
beauty,1,0.1355530016649811
like,0,-0.33501528690842686
in,1,0.005563364957943473
seen,0,-0.21765275374608523
girl,1,0.23945014321941696
man,0,-0.11964342820857082
girl,1,0.22829120103701597
outdoor,0,-0.10966974728806977
love,1,0.1648617875817271
outdoor,0,-0.15509751099875857
Love,1,0.017104441990309294
This,0,-0.042086728113588025
looking,1,0.04716025340013677
That,0,-0.2818119374137777
2,1,0.09218289333657122
pretty,0,-0.19577696141263412
1,1,0.0305096749478135
That,0,-0.06733085561075135
5,1,0.12299367096107844
guys,0,-0.11367524401900435
U0001f389,1,0.018935581485790217
hat,0,-0.15886824705934352
smiling,1,0.08759918045860154
ufe0f,0,-0.06266986656422738
closeup,1,0.06134805463119734
nice,0,-0.034461605372071144
closeup,1,0.11686982299449569
outdoor,0,-0.17364181038770848
cute,1,0.052903427098395406
dude,0,-0.26196891276366524
Brandon,1,0.018570790011745397
man,0,-0.10962236134784029
Beautiful,1,0.29979505120975075
love,0,-0.06357803394754802
closeup,1,0.0463092467186054
people,0,-0.05593391735289389
picture,1,0.07339849626195596
nice,0,-0.0966281076260516
girl,1,0.17832874760411982
indoor,0,-0.03499397674113164
you,1,0.04836557175849645
that,0,-0.2055035308387738
person,1,0.08700566239826181
people,0,-0.13417060473569348
smiling,1,0.009008460956572935
smiling,0,-0.0912300657626096
closeup,1,0.04088144186356546
That,0,-0.2994259950676237
1,1,0.019564911424406556
guys,0,-0.08994932120916173
gorgeous,1,0.11727363000485051
handsome,0,-0.18656387577694689
cute,1,0.04876990184033583
Nice,0,-0.17516530369757222
picture,1,0.01498350220909415
smiling,0,-0.08486611578967768
closeup,1,0.029320862768762227
child,0,-0.021505347121341372
girl,1,0.10321653584626017
people,0,-0.1694038707852518
baby,1,0.04532986386079023
people,0,-0.08505843130823422
closeup,1,0.15650023597879076
people,0,-0.20384697838472637
2,1,0.051492047428724236
Well,0,-0.22868919469229557
This,0,-0.15841861968762833
people,1,0.05554748560398951
lol,0,-0.009012199995834136
that,1,0.02065612657669658
THIS,0,-0.14830977283297658
smiling,1,0.027594568049689742
outdoor,0,-0.32475539891617033
girl,1,0.1853627247289714
smiling,0,-0.03680656210077908
looking,1,0.06931471662064462
smiling,0,-0.06857369287907493
closeup,1,0.06545713680355386
nice,0,-0.3593745100997084
person,1,0.06624513549357004
people,0,-0.43261346628719094
to,1,0.00929644172944664
child,0,-0.08773527685917536
person,1,0.03534221763297596
closeup,0,-0.05502614849256677
Bro,0,-0.3894018265808778
looking,1,0.06574019476466908
sure,0,-0.05801915743321593
closeup,1,0.13455439397722352
beard,0,-0.47267461001162986
people,1,0.07122905618136223
outdoor,0,-0.312032826310033
Same,1,0.06679280604863422
outdoor,0,-0.23246648700832864
s,1,0.04172892515577164
people,0,-0.1432681418485768
cute,1,0.16226213532332512
playing,0,-0.23338002608009412
a,1,0.00805035285463186
people,0,-0.27867237734234146
closeup,1,0.1141393286700711
people,0,-0.035115994955098664
girls,1,0.12448832890334259
U0001f602,0,-0.06703628263199446
that,1,0.10822654436938017
car,0,-0.17753843846968195
person,1,0.05379215954424493
like,0,-0.13331972705728812
closeup,1,0.12476090131785066
That,0,-0.19418588915221932
Sister,1,0.1437675988535183
indoor,0,-0.10116856472940416
s,1,0.10362524021648524
people,0,-0.12607099984767983
indoor,1,0.04132453998351839
guy,0,-0.20779935126536953
girl,1,0.05476567203972773
That,0,-0.44531181408325515
1,1,0.028625828029761987
people,0,-0.1655892739963679
one,1,0.03872136036452875
people,0,-0.13163762505401919
smiling,1,0.02551227886982634
outdoor,0,-0.1232640297537362
U0001f600,1,0.15052086326593384
guys,0,-0.18556301997674712
Pretty,1,0.07966643665528483
guys,0,-0.1330962159841044
cute,1,0.09697069527133788
people,0,-0.030026065369716422
girls,1,0.1866198997387151
that,0,-0.08332825556798538
person,1,0.04067896833047297
outdoor,0,-0.5934634275345148
smiling,0,-0.045289430328407765
look,1,0.059577411400531674
standing,0,-0.037749921266071546
Love,1,0.12500802231796587
guy,0,-0.15156682927276027
closeup,1,0.08428228402774267
people,0,-0.15445548368905324
2,1,0.044040439442766206
people,0,-0.11931845856027706
closeup,1,0.04967040429152269
it,0,-0.12741244254475334
closeup,1,0.0946119597085675
people,0,-0.0651542076800971
6,1,0.12019534609032834
That,0,-0.180745168731226
hair,1,0.002473518997960111
smiling,0,-0.08020623347384373
miss,1,0.03094942129395875
standing,0,-0.10331083631801631
person,1,0.03431545089369469
selfie,0,-0.05871817343451862
1,1,0.005836709572881811
life,0,-0.1658520886424039
closeup,1,0.13507661658680126
car,0,-0.4757257176402364
pic,1,0.059162491046047025
person,0,-0.01708868005584869
are,1,0.0007143325015762773
people,0,-0.09116367691267534
miss,1,0.052116497379928683
like,0,-0.11157119851433957
lmfao,1,0.10269673025508111
smiling,0,-0.03751027169455809
Gorgeous,1,0.12371750699579673
outdoor,0,-0.31184013087849
and,1,0.010656505742956145
smiling,0,-0.11152164503573378
Gorgeous,1,0.13969591882846993
U0001f602,0,-0.11236835720193407
girls,1,0.1828752484015171
sure,0,-0.08605772365649775
girl,1,0.2284777965322433
bro,0,-0.5755731167394854
Love,1,0.04103185099384101
That,0,-0.43827103625251806
person,1,0.03376246543039984
smiling,0,-0.1259817299161767
beauty,1,0.16142583396184929
1,0,-0.012077008587393556
Flawless,1,0.0016072521806634456
people,0,-0.13815148245385295
closeup,1,0.1308666859846299
That,0,-0.2741135813800831
2,1,0.18667642676777704
guys,0,-0.2156033409399408
5,1,0.0304290716311219
boys,0,-0.23470511865549581
1,1,0.0012933191449012635
guys,0,-0.10282588483030403
closeup,1,0.10387813737344301
people,0,-0.15981088986794192
2,1,0.2883126412635653
people,0,-0.2590548148128118
looking,1,0.16975824924899843
people,0,-0.12460425944083461
love,1,0.08473209800812129
people,0,-0.20908905718760107
look,1,0.14657357549644728
guys,0,-0.1437626459220919
beautiful,1,0.1628655312695706
this,0,-0.1340617867418451
3,1,0.1361793693708076
indoor,0,-0.08232854433811754
closeup,1,0.10757425126177124
Love,0,-0.02513691930316078
baby,1,0.06735925188453652
people,0,-0.047059093394979
5,1,0.07909935817736688
smiling,0,-0.06934466507720974
closeup,1,0.029983647383252723
hot,0,-0.07393787932440012
miss,1,0.0910484028915128
Love,0,-0.03234554944679088
closeup,1,0.06694931744026557
person,0,-0.002840575247791548
sis,1,0.01074496575047736
hat,0,-0.5356801625487438
1,1,0.05605672930001443
Miss,0,-0.036130537414631854
Gorgeous,1,0.10784600749452733
dude,0,-0.1869798883909032
who,1,0.07164297755506095
guys,0,-0.08457377832842461
beautiful,1,0.14776772213111064
people,0,-0.0556711507815283
closeup,1,0.055888588895706845
like,0,-0.11906202054338111
love,1,0.16090800528300894
outdoor,0,-0.16135977865350776
closeup,1,0.16606053762407055
people,0,-0.10935145417475238
closeup,1,0.09474844730360826
5,0,-0.044571236066034005
baby,1,0.12436187720136246
smiling,0,-0.10400472191282671
person,1,0.05791918794029872
It,0,-0.1659901308044309
closeup,1,0.18917262356809433
smiling,0,-0.10844365295791164
person,1,0.06932358232045081
indoor,0,-0.0977114896222399
person,1,0.04945498144459656
1,0,-0.016598196644176222
up,1,0.0007982478451682329
people,0,-0.10232740616674085
beautiful,1,0.10884298434885076
outdoor,0,-0.2933127789970221
Sexy,1,0.07452118434052875
smiling,0,-0.08277677467203794
closeup,1,0.04169651053223734
smiling,0,-0.03751321541741929
Gorgeous,1,0.08265852250162624
outdoor,0,-0.29408161734228483
picture,1,0.043055816333933065
life,0,-0.06748025804642785
says,1,0.2284746938528097
Love,0,-0.030845865027681885
closeup,1,0.0930039929526382
love,0,-0.1841064080472066
1,1,0.06658245122536664
Boy,0,-0.04546414913202872
look,1,0.09855278423862258
closeup,0,-0.005199549772790328
gorgeous,1,0.09280408995285419
Me,0,-0.07827476847544851
closeup,1,0.04951943725572501
outdoor,0,-0.2752467825208015
person,1,0.024946008672169853
pretty,0,-0.060703119175661784
1,1,0.05270667784565299
people,0,-0.14766582610088325
s,1,0.05267682720833025
son,0,-0.18426713956702895
gorgeous,1,0.296272809836646
life,0,-0.1059181799159175
beautiful,1,0.1926384225985149
hat,0,-0.38229213505161863
closeup,1,0.18655632578247264
smiling,0,-0.047326546714552414
closeup,1,0.03192514243085396
cute,0,-0.03960022972351
1,1,0.035163075403132044
all,0,-0.005770606357059031
girl,1,0.10254008715424984
smiling,0,-0.0808566018013875
closeup,1,0.043400415501584036
